participant,epochs,SAT,condition
S5,2009,accuracy,High
S5,2010,accuracy,Medium
S5,2011,accuracy,High
S5,2012,accuracy,High
S5,2013,accuracy,Medium
S5,2014,accuracy,Medium
S5,2015,accuracy,High
S5,2016,accuracy,Medium
S5,2017,accuracy,Low
S5,2018,accuracy,High
S5,2019,accuracy,Low
S5,2020,accuracy,Medium
S5,2021,accuracy,Medium
S5,2022,accuracy,Medium
S5,2023,accuracy,High
S5,2024,accuracy,Medium
S5,2025,accuracy,Low
S5,2026,accuracy,High
S5,2027,accuracy,Medium
S5,2028,accuracy,High
S5,2029,accuracy,Medium
S5,2030,accuracy,Low
S5,2031,accuracy,Low
S5,2032,accuracy,Medium
S5,2033,accuracy,Medium
S5,2034,accuracy,High
S5,2035,accuracy,Low
S5,2036,accuracy,Medium
S5,2037,accuracy,High
S5,2038,accuracy,Medium
S5,2040,speed,High
S5,2041,speed,Medium
S5,2042,speed,High
S5,2043,speed,High
S5,2044,speed,Low
S5,2045,speed,Medium
S5,2046,speed,Low
S5,2047,speed,Low
S5,2048,speed,Low
S5,2049,speed,Low
S5,2050,speed,High
S5,2051,speed,Low
S5,2052,speed,Low
S5,2053,speed,Medium
S5,2054,speed,Medium
S5,2055,speed,Low
S5,2056,speed,Medium
S5,2057,speed,Low
S5,2058,speed,Medium
S5,2059,speed,Low
S5,2060,speed,High
S5,2061,speed,High
S5,2062,speed,Medium
S5,2063,speed,Low
S5,2064,speed,Medium
S5,2065,speed,Medium
S5,2066,speed,Medium
S5,2067,speed,High
S5,2068,speed,Low
S5,2069,speed,High
S5,2070,speed,Medium
S5,2071,speed,Medium
S5,2072,speed,High
S5,2073,speed,Medium
S5,2074,speed,High
S5,2075,speed,High
S5,2076,speed,High
S5,2077,speed,Medium
S5,2078,speed,High
S5,2079,speed,Low
S5,2080,speed,Medium
S5,2081,speed,High
S5,2082,speed,High
S5,2083,speed,High
S5,2085,speed,High
S5,2086,speed,Low
S5,2087,speed,Medium
S5,2088,speed,Medium
S5,2089,speed,Low
S5,2090,speed,Low
S5,2091,speed,Low
S5,2092,speed,Low
S5,2093,speed,Low
S5,2094,speed,Medium
S5,2096,speed,High
S5,2097,speed,Medium
S5,2098,speed,Medium
S5,2099,speed,High
S5,2100,speed,Medium
S5,2101,speed,Low
S5,2102,speed,Medium
S5,2103,speed,High
S5,2104,speed,Medium
S5,2105,speed,Medium
S5,2106,speed,High
S5,2107,speed,Medium
S5,2108,speed,Low
S5,2109,speed,High
S5,2110,speed,Medium
S5,2111,speed,Medium
S5,2112,speed,Medium
S5,2113,speed,Medium
S5,2114,speed,Medium
S5,2115,speed,Medium
S5,2116,speed,Low
S5,2117,speed,Low
S5,2118,speed,High
S5,2119,speed,High
S5,2120,speed,Medium
S5,2121,speed,Medium
S5,2122,speed,Medium
S5,2123,speed,High
S5,2124,speed,Medium
S5,2125,speed,Medium
S5,2126,speed,High
S5,2127,speed,Medium
S5,2128,speed,High
S5,2129,speed,High
S5,2130,speed,High
S5,2131,speed,Medium
S5,2132,speed,Medium
S5,2133,speed,High
S5,2134,speed,Medium
S5,2135,speed,High
S5,2136,speed,High
S5,2137,speed,Medium
S5,2138,speed,High
S5,2139,speed,Medium
S5,2140,speed,High
S7,308,accuracy,High
S7,309,accuracy,High
S7,310,accuracy,High
S7,311,accuracy,Low
S7,312,accuracy,Medium
S7,316,accuracy,High
S7,317,accuracy,High
S7,318,accuracy,Low
S7,319,accuracy,Medium
S7,320,accuracy,High
S7,321,accuracy,Medium
S7,322,accuracy,Medium
S7,323,accuracy,Medium
S7,324,accuracy,High
S7,325,accuracy,Low
S7,326,accuracy,Low
S7,327,accuracy,Medium
S7,328,accuracy,Medium
S7,329,accuracy,Low
S7,330,accuracy,Low
S7,331,accuracy,Medium
S7,332,accuracy,Low
S7,333,accuracy,High
S7,334,accuracy,High
S7,335,accuracy,Medium
S7,336,accuracy,Low
S7,337,accuracy,Low
S7,341,accuracy,Low
S7,342,accuracy,High
S7,343,accuracy,Low
S7,344,accuracy,Medium
S7,351,accuracy,Medium
S7,355,accuracy,Low
S7,356,accuracy,Low
S7,357,accuracy,High
S7,358,accuracy,Low
S7,359,accuracy,High
S7,360,accuracy,High
S7,361,accuracy,Low
S7,362,accuracy,Low
S7,363,accuracy,High
S7,367,accuracy,Low
S7,368,accuracy,Medium
S7,369,accuracy,High
S7,370,accuracy,Medium
S7,371,accuracy,Low
S7,372,accuracy,Medium
S7,373,accuracy,High
S7,374,accuracy,Low
S7,375,accuracy,Medium
S7,376,accuracy,Low
S7,377,accuracy,Medium
S7,378,accuracy,High
S7,379,accuracy,Low
S7,380,accuracy,High
S7,381,accuracy,Medium
S7,382,accuracy,Medium
S7,383,accuracy,High
S7,384,accuracy,Low
S7,385,accuracy,Medium
S7,386,accuracy,High
S7,387,accuracy,Medium
S7,388,accuracy,Low
S7,389,accuracy,Medium
S7,390,accuracy,High
S7,391,accuracy,Low
S7,392,accuracy,Medium
S7,393,accuracy,High
S7,394,accuracy,Low
S7,395,accuracy,Low
S7,396,accuracy,High
S7,397,accuracy,Medium
S7,398,accuracy,Medium
S7,399,accuracy,High
S7,400,accuracy,Medium
S7,401,accuracy,Medium
S7,402,accuracy,High
S7,403,accuracy,Medium
S7,404,accuracy,High
S7,405,accuracy,Medium
S7,406,accuracy,Medium
S7,408,speed,Medium
S7,409,speed,Medium
S7,410,speed,High
S7,411,speed,Medium
S7,413,speed,High
S7,414,speed,Medium
S7,415,speed,High
S7,416,speed,High
S7,417,speed,High
S7,418,speed,Low
S7,420,speed,Low
S7,421,speed,High
S7,422,speed,Low
S7,424,speed,High
S7,426,speed,Medium
S7,427,speed,Medium
S7,428,speed,Low
S7,429,speed,High
S7,430,speed,Medium
S7,431,speed,Low
S7,432,speed,Medium
S7,433,speed,Medium
S7,434,speed,Low
S7,435,speed,Low
S7,437,speed,High
S7,438,speed,High
S7,441,speed,Medium
S7,442,speed,High
S7,443,speed,Medium
S7,444,speed,Medium
S7,446,speed,Low
S7,448,speed,High
S7,449,speed,Medium
S7,450,speed,Low
S7,451,speed,Low
S7,452,speed,Low
S7,453,speed,High
S7,454,speed,Low
S7,457,speed,Medium
S7,458,speed,Medium
S7,459,speed,Low
S7,460,speed,Low
S7,461,speed,High
S7,462,speed,High
S7,463,speed,High
S7,465,speed,Low
S7,466,speed,Medium
S7,467,speed,Low
S7,469,speed,High
S7,470,speed,Medium
S7,471,speed,High
S7,472,speed,Medium
S7,475,speed,Medium
S7,476,speed,Low
S7,477,speed,Medium
S7,482,speed,High
S7,483,speed,Medium
S7,484,speed,High
S7,485,speed,Medium
S7,486,speed,Low
S7,487,speed,Low
S7,488,speed,High
S7,489,speed,Medium
S7,491,speed,Low
S7,492,speed,Low
S7,493,speed,High
S7,494,speed,Medium
S7,495,speed,Medium
S7,496,speed,Medium
S7,498,speed,Low
S7,499,speed,Medium
S7,500,speed,High
S7,501,speed,Low
S7,502,speed,Medium
S7,503,speed,Low
S7,504,speed,Medium
S7,505,speed,Low
S7,506,speed,Medium
S7,507,speed,Low
S7,508,speed,Medium
S7,510,speed,Medium
S7,512,speed,High
S7,513,speed,Medium
S7,514,speed,Medium
S7,515,speed,High
S7,516,speed,Medium
S7,517,speed,Low
S7,518,speed,High
S7,519,speed,Medium
S7,520,speed,Low
S7,521,speed,High
S7,522,speed,High
S7,523,speed,Low
S7,524,speed,Low
S7,525,speed,High
S7,526,speed,Low
S7,527,speed,Medium
S7,528,speed,Low
S7,529,speed,Medium
S7,530,speed,High
S7,531,speed,Medium
S7,532,speed,Low
S7,533,speed,Low
S7,534,speed,Low
S7,535,speed,High
S7,536,speed,High
S7,537,speed,Low
S7,538,speed,Low
S7,539,speed,High
S7,540,speed,Medium
S7,541,speed,High
S7,542,speed,Medium
S7,543,speed,Low
S7,547,speed,Medium
S7,548,speed,Medium
S7,549,speed,High
S7,550,speed,Low
S7,551,speed,Medium
S7,552,speed,High
S7,553,speed,Medium
S7,554,speed,Medium
S7,556,speed,Medium
S7,558,speed,Medium
S7,560,speed,Low
S7,561,speed,Medium
S7,562,speed,Medium
S7,564,speed,Medium
S7,567,speed,High
S7,568,speed,Medium
S7,569,speed,Medium
S7,570,speed,Medium
S7,571,speed,High
S7,572,speed,Low
S7,575,speed,Low
S7,578,speed,Low
S7,579,speed,Medium
S7,580,speed,Low
S7,581,speed,Low
S7,582,speed,Medium
S7,583,speed,Low
S7,584,speed,High
S7,585,speed,Low
S7,586,speed,High
S7,588,speed,Medium
S7,589,speed,High
S7,590,speed,Low
S7,591,speed,High
S7,592,speed,Low
S7,595,speed,Low
S7,596,speed,Medium
S7,597,speed,Low
S7,599,speed,High
S7,600,speed,High
S7,601,speed,Medium
S7,602,speed,Low
S7,603,speed,Low
S7,604,speed,High
S7,605,speed,Medium
S7,606,speed,High
S7,607,speed,Low
S7,608,speed,High
S7,609,speed,Low
S7,918,speed,High
S7,919,speed,Low
S7,921,speed,High
S7,922,speed,High
S7,923,speed,Medium
S7,924,speed,Low
S7,928,speed,Low
S7,929,speed,Low
S7,930,speed,High
S7,931,speed,Medium
S7,932,speed,Low
S7,933,speed,Medium
S7,935,speed,Low
S7,936,speed,Medium
S7,937,speed,Medium
S7,938,speed,Low
S7,940,speed,Low
S7,941,speed,Low
S7,944,speed,High
S7,945,speed,Low
S7,946,speed,High
S7,947,speed,Low
S7,954,speed,High
S7,955,speed,High
S7,956,speed,Medium
S7,957,speed,Low
S7,961,speed,Low
S7,968,speed,Medium
S7,969,speed,High
S7,970,speed,High
S7,973,speed,Medium
S7,976,speed,Low
S7,980,speed,Low
S7,981,speed,Medium
S7,982,speed,Low
S7,984,speed,Medium
S7,985,speed,Low
S7,987,speed,Low
S7,988,speed,Low
S7,989,speed,Low
S7,991,speed,Medium
S7,992,speed,Low
S7,993,speed,Low
S7,995,speed,Low
S7,996,speed,Medium
S7,997,speed,High
S7,998,speed,Medium
S7,999,speed,Medium
S7,1001,speed,High
S7,1002,speed,Low
S7,1003,speed,High
S7,1004,speed,Low
S7,1005,speed,Low
S7,1007,speed,Low
S7,1008,speed,High
S7,1009,speed,Low
S7,1010,speed,High
S7,1011,speed,Low
S7,1012,speed,Low
S7,1013,speed,Low
S7,1014,speed,Low
S7,1015,speed,High
S7,1016,speed,High
S7,1017,speed,Medium
S7,1018,speed,High
S7,1023,accuracy,Low
S7,1024,accuracy,Low
S7,1025,accuracy,High
S7,1026,accuracy,Medium
S7,1027,accuracy,Medium
S7,1028,accuracy,Medium
S7,1029,accuracy,Medium
S7,1030,accuracy,Medium
S7,1031,accuracy,Low
S7,1032,accuracy,Medium
S7,1033,accuracy,Medium
S7,1034,accuracy,High
S7,1037,accuracy,Medium
S7,1038,accuracy,Medium
S7,1039,accuracy,Medium
S7,1040,accuracy,Low
S7,1041,accuracy,High
S7,1042,accuracy,Low
S7,1043,accuracy,High
S7,1044,accuracy,Medium
S7,1045,accuracy,Medium
S7,1046,accuracy,High
S7,1047,accuracy,Low
S7,1048,accuracy,High
S7,1049,accuracy,Medium
S7,1050,accuracy,High
S7,1051,accuracy,High
S7,1052,accuracy,Low
S7,1053,accuracy,High
S7,1054,accuracy,High
S7,1055,accuracy,Medium
S7,1056,accuracy,High
S7,1057,accuracy,High
S7,1058,accuracy,Medium
S7,1059,accuracy,Medium
S7,1060,accuracy,Medium
S7,1061,accuracy,Medium
S7,1062,accuracy,Medium
S7,1063,accuracy,Medium
S7,1064,accuracy,Low
S7,1065,accuracy,Low
S7,1066,accuracy,Low
S7,1067,accuracy,Low
S7,1068,accuracy,High
S7,1069,accuracy,Low
S7,1070,accuracy,Low
S7,1071,accuracy,Medium
S7,1072,accuracy,Low
S7,1073,accuracy,Low
S7,1074,accuracy,Low
S7,1075,accuracy,Low
S7,1076,accuracy,Low
S7,1077,accuracy,Medium
S7,1078,accuracy,High
S7,1079,accuracy,Low
S7,1080,accuracy,Medium
S7,1081,accuracy,High
S7,1082,accuracy,Low
S7,1083,accuracy,Low
S7,1084,accuracy,Low
S7,1085,accuracy,High
S7,1086,accuracy,Low
S7,1087,accuracy,Low
S7,1088,accuracy,High
S7,1089,accuracy,Low
S7,1090,accuracy,Low
S7,1091,accuracy,Medium
S7,1092,accuracy,Low
S7,1093,accuracy,Medium
S7,1094,accuracy,Medium
S7,1095,accuracy,Low
S7,1096,accuracy,Low
S7,1097,accuracy,Medium
S7,1098,accuracy,Low
S7,1099,accuracy,Low
S7,1100,accuracy,Low
S7,1101,accuracy,Low
S7,1102,accuracy,Low
S7,1103,accuracy,Low
S7,1104,accuracy,Low
S7,1105,accuracy,Low
S7,1106,accuracy,Medium
S7,1107,accuracy,Low
S7,1108,accuracy,Medium
S7,1109,accuracy,High
S7,1110,accuracy,High
S7,1111,accuracy,High
S7,1112,accuracy,High
S7,1113,accuracy,Low
S7,1114,accuracy,High
S7,1115,accuracy,High
S7,1116,accuracy,High
S7,1117,accuracy,Medium
S7,1118,accuracy,Low
S7,1119,accuracy,Low
S7,1120,accuracy,Medium
S7,1122,accuracy,High
S7,1123,accuracy,High
S7,1124,accuracy,High
S7,1125,accuracy,Medium
S7,1126,accuracy,Low
S7,1127,accuracy,High
S7,1133,accuracy,High
S7,1134,accuracy,Low
S7,1135,accuracy,Medium
S7,1136,accuracy,Medium
S7,1137,accuracy,Low
S7,1138,accuracy,Low
S7,1139,accuracy,High
S7,1140,accuracy,Medium
S7,1141,accuracy,High
S7,1142,accuracy,Low
S7,1143,accuracy,Medium
S7,1144,accuracy,Medium
S7,1145,accuracy,Low
S7,1146,accuracy,Medium
S7,1149,accuracy,Medium
S7,1150,accuracy,Medium
S7,1151,accuracy,Low
S7,1152,accuracy,Medium
S7,1153,accuracy,Medium
S7,1154,accuracy,Low
S7,1155,accuracy,High
S7,1156,accuracy,High
S7,1157,accuracy,Medium
S7,1158,accuracy,Medium
S7,1159,accuracy,Medium
S7,1160,accuracy,Low
S7,1161,accuracy,Medium
S7,1162,accuracy,Low
S7,1163,accuracy,Low
S7,1164,accuracy,Low
S7,1165,accuracy,Low
S7,1166,accuracy,Low
S7,1167,accuracy,Medium
S7,1168,accuracy,Medium
S7,1169,accuracy,Low
S7,1170,accuracy,Low
S7,1171,accuracy,Low
S7,1172,accuracy,Low
S7,1173,accuracy,Low
S7,1174,accuracy,Medium
S7,1175,accuracy,Low
S7,1176,accuracy,Medium
S7,1177,accuracy,Low
S7,1178,accuracy,Medium
S7,1179,accuracy,High
S7,1180,accuracy,Medium
S7,1181,accuracy,High
S7,1182,accuracy,Low
S7,1183,accuracy,Medium
S7,1184,accuracy,High
S7,1185,accuracy,High
S7,1186,accuracy,High
S7,1187,accuracy,Low
S7,1192,accuracy,High
S7,1193,accuracy,High
S7,1194,accuracy,Medium
S7,1195,accuracy,Medium
S7,1196,accuracy,High
S7,1197,accuracy,Medium
S7,1198,accuracy,Low
S7,1199,accuracy,Low
S7,1200,accuracy,Low
S7,1201,accuracy,Low
S7,1202,accuracy,High
S7,1203,accuracy,High
S7,1204,accuracy,Medium
S7,1205,accuracy,Low
S7,1206,accuracy,High
S7,1207,accuracy,Medium
S7,1208,accuracy,Low
S7,1209,accuracy,High
S7,1210,accuracy,Low
S7,1211,accuracy,Low
S7,1212,accuracy,Low
S7,1213,accuracy,High
S7,1214,accuracy,Medium
S7,1215,accuracy,High
S7,1216,accuracy,High
S7,1217,accuracy,Low
S7,1218,accuracy,Low
S7,1219,accuracy,Low
S7,1220,accuracy,Low
S7,1221,accuracy,Medium
S7,1222,accuracy,Medium
S7,1533,accuracy,Low
S7,1534,accuracy,Medium
S7,1535,accuracy,High
S7,1536,accuracy,Medium
S7,1537,accuracy,Low
S7,1538,accuracy,Low
S7,1539,accuracy,High
S7,1540,accuracy,High
S7,1541,accuracy,Medium
S7,1542,accuracy,High
S7,1543,accuracy,Low
S7,1544,accuracy,Medium
S7,1545,accuracy,Low
S7,1546,accuracy,Medium
S7,1550,accuracy,High
S7,1551,accuracy,High
S7,1552,accuracy,Medium
S7,1553,accuracy,Medium
S7,1554,accuracy,Medium
S7,1555,accuracy,Medium
S7,1556,accuracy,Medium
S7,1557,accuracy,High
S7,1558,accuracy,Medium
S7,1559,accuracy,High
S7,1560,accuracy,High
S7,1561,accuracy,High
S7,1562,accuracy,High
S7,1563,accuracy,High
S7,1564,accuracy,Medium
S7,1565,accuracy,Medium
S7,1566,accuracy,High
S7,1567,accuracy,Low
S7,1568,accuracy,High
S7,1569,accuracy,Medium
S7,1570,accuracy,High
S7,1571,accuracy,Medium
S7,1572,accuracy,Low
S7,1573,accuracy,High
S7,1574,accuracy,High
S7,1575,accuracy,Low
S7,1576,accuracy,High
S7,1577,accuracy,High
S7,1578,accuracy,Low
S7,1579,accuracy,High
S7,1580,accuracy,High
S7,1581,accuracy,High
S7,1582,accuracy,Medium
S7,1583,accuracy,Medium
S7,1584,accuracy,Medium
S7,1585,accuracy,Medium
S7,1586,accuracy,High
S7,1587,accuracy,Low
S7,1588,accuracy,High
S7,1591,accuracy,Medium
S7,1592,accuracy,Low
S7,1593,accuracy,Low
S7,1594,accuracy,Medium
S7,1595,accuracy,Medium
S7,1596,accuracy,High
S7,1597,accuracy,Low
S7,1598,accuracy,Medium
S7,1599,accuracy,Low
S7,1600,accuracy,High
S7,1604,accuracy,Low
S7,1605,accuracy,Medium
S7,1606,accuracy,Low
S7,1607,accuracy,Low
S7,1608,accuracy,Medium
S7,1609,accuracy,High
S7,1610,accuracy,High
S7,1611,accuracy,High
S7,1612,accuracy,Medium
S7,1613,accuracy,High
S7,1614,accuracy,High
S7,1615,accuracy,Medium
S7,1616,accuracy,High
S7,1617,accuracy,High
S7,1618,accuracy,Low
S7,1619,accuracy,Low
S7,1620,accuracy,High
S7,1621,accuracy,Medium
S7,1622,accuracy,High
S7,1623,accuracy,Medium
S7,1624,accuracy,Low
S7,1625,accuracy,Low
S7,1626,accuracy,Low
S7,1627,accuracy,Medium
S7,1628,accuracy,Medium
S7,1629,accuracy,Low
S7,1630,accuracy,High
S7,1632,speed,High
S7,1634,speed,Medium
S7,1635,speed,High
S7,1636,speed,High
S7,1637,speed,High
S7,1638,speed,High
S7,1639,speed,Medium
S7,1640,speed,Low
S7,1641,speed,Medium
S7,1642,speed,High
S7,1643,speed,Low
S7,1644,speed,High
S7,1645,speed,Medium
S7,1646,speed,Medium
S7,1650,speed,Low
S7,1651,speed,High
S7,1655,speed,Medium
S7,1656,speed,High
S7,1658,speed,High
S7,1659,speed,High
S7,1660,speed,Medium
S7,1662,speed,Low
S7,1663,speed,High
S7,1664,speed,High
S7,1665,speed,High
S7,1666,speed,High
S7,1667,speed,Low
S7,1668,speed,High
S7,1671,speed,High
S7,1675,speed,High
S7,1676,speed,Medium
S7,1677,speed,Low
S7,1678,speed,Low
S7,1679,speed,Medium
S7,1680,speed,Medium
S7,1681,speed,High
S7,1682,speed,High
S7,1683,speed,Medium
S7,1685,speed,Medium
S7,1686,speed,Low
S7,1687,speed,Medium
S7,1688,speed,Medium
S7,1689,speed,High
S7,1690,speed,High
S7,1692,speed,Low
S7,1693,speed,High
S7,1694,speed,High
S7,1695,speed,Medium
S7,1696,speed,High
S7,1697,speed,Medium
S7,1698,speed,High
S7,1699,speed,Medium
S7,1705,speed,Medium
S7,1707,speed,Medium
S7,1709,speed,Medium
S7,1710,speed,Low
S7,1711,speed,High
S7,1712,speed,Low
S7,1713,speed,High
S7,1715,speed,High
S7,1720,speed,Medium
S7,1721,speed,Medium
S7,1722,speed,Medium
S7,1723,speed,Low
S7,1725,speed,Low
S7,1727,speed,Low
S7,1728,speed,Medium
S7,1732,speed,Low
S7,1736,speed,Low
S7,1737,speed,High
S7,1743,speed,Medium
S7,1744,speed,Low
S7,1745,speed,High
S7,1746,speed,Medium
S7,1747,speed,Medium
S7,1748,speed,Low
S7,1750,speed,Low
S7,1752,speed,High
S7,1753,speed,High
S7,1754,speed,Medium
S7,1755,speed,Medium
S7,1756,speed,Medium
S7,1759,speed,Medium
S7,1760,speed,Medium
S7,1761,speed,Low
S7,1762,speed,Low
S7,1763,speed,Medium
S7,1765,speed,High
S7,1766,speed,Medium
S7,1767,speed,High
S7,1768,speed,Medium
S7,1769,speed,Medium
S7,1770,speed,Low
S7,1772,speed,High
S7,1773,speed,Low
S7,1774,speed,Low
S7,1775,speed,High
S7,1776,speed,High
S7,1777,speed,Medium
S7,1778,speed,High
S7,1779,speed,Medium
S7,1780,speed,Low
S7,1781,speed,Low
S7,1784,speed,Medium
S7,1785,speed,High
S7,1786,speed,Medium
S7,1787,speed,Medium
S7,1788,speed,High
S7,1789,speed,High
S7,1790,speed,Medium
S7,1791,speed,Medium
S7,1792,speed,High
S7,1793,speed,High
S7,1794,speed,High
S7,1796,speed,High
S7,1797,speed,Medium
S7,1798,speed,Medium
S7,1799,speed,Low
S7,1800,speed,Low
S7,1803,speed,High
S7,1804,speed,Medium
S7,1805,speed,High
S7,1808,speed,Low
S7,1809,speed,High
S7,1810,speed,Low
S7,1812,speed,Low
S7,1816,speed,Medium
S7,1817,speed,Low
S7,1818,speed,High
S7,1819,speed,High
S7,1821,speed,Medium
S7,1822,speed,High
S7,1823,speed,Medium
S7,1824,speed,High
S7,1826,speed,High
S7,1827,speed,High
S7,1828,speed,High
S7,1829,speed,High
S7,1830,speed,High
S7,1832,speed,Low
S7,1833,speed,Low
S7,1834,speed,Medium
S7,2142,speed,High
S7,2143,speed,Medium
S7,2144,speed,High
S7,2145,speed,Low
S7,2146,speed,Low
S7,2147,speed,Low
S7,2148,speed,Low
S7,2149,speed,Low
S7,2150,speed,High
S7,2151,speed,High
S7,2152,speed,Low
S7,2153,speed,High
S7,2154,speed,High
S7,2155,speed,High
S7,2156,speed,Low
S7,2157,speed,Medium
S7,2158,speed,Medium
S7,2159,speed,High
S7,2160,speed,High
S7,2161,speed,Low
S7,2162,speed,Low
S7,2164,speed,Low
S7,2165,speed,High
S7,2166,speed,Medium
S7,2167,speed,Low
S7,2168,speed,Low
S7,2169,speed,Low
S7,2170,speed,Medium
S7,2171,speed,Low
S7,2172,speed,High
S7,2173,speed,Low
S7,2174,speed,Low
S7,2175,speed,High
S7,2176,speed,High
S7,2177,speed,High
S7,2178,speed,High
S7,2179,speed,High
S7,2180,speed,Low
S7,2181,speed,Low
S7,2183,speed,Low
S7,2184,speed,Medium
S7,2185,speed,Medium
S7,2187,speed,Medium
S7,2188,speed,High
S7,2189,speed,Low
S7,2190,speed,High
S7,2191,speed,Medium
S7,2195,speed,Low
S7,2197,speed,High
S7,2198,speed,High
S7,2202,speed,Medium
S7,2204,speed,Medium
S7,2205,speed,Medium
S7,2206,speed,Low
S7,2208,speed,Medium
S7,2210,speed,Medium
S7,2211,speed,Low
S7,2212,speed,High
S7,2213,speed,High
S7,2214,speed,Medium
S7,2218,speed,Low
S7,2219,speed,Medium
S7,2220,speed,High
S7,2221,speed,Medium
S7,2222,speed,High
S7,2225,speed,Low
S7,2226,speed,Low
S7,2227,speed,Medium
S7,2228,speed,High
S7,2229,speed,Low
S7,2230,speed,High
S7,2231,speed,High
S7,2232,speed,Medium
S7,2233,speed,Low
S7,2234,speed,Low
S7,2235,speed,High
S7,2236,speed,Medium
S7,2237,speed,Medium
S7,2238,speed,Medium
S7,2239,speed,Low
S7,2240,speed,Medium
S7,2241,speed,Medium
S7,2245,accuracy,High
S7,2246,accuracy,High
S7,2247,accuracy,Medium
S7,2248,accuracy,High
S7,2249,accuracy,Medium
S7,2250,accuracy,Medium
S7,2251,accuracy,Low
S7,2252,accuracy,Medium
S7,2253,accuracy,Low
S7,2254,accuracy,Low
S7,2255,accuracy,Low
S7,2256,accuracy,High
S7,2257,accuracy,High
S7,2258,accuracy,High
S7,2259,accuracy,Low
S7,2260,accuracy,Medium
S7,2261,accuracy,Low
S7,2262,accuracy,Medium
S7,2263,accuracy,Low
S7,2264,accuracy,High
S7,2265,accuracy,High
S7,2266,accuracy,Low
S7,2267,accuracy,Low
S7,2268,accuracy,Low
S7,2269,accuracy,Low
S7,2270,accuracy,High
S7,2271,accuracy,Medium
S7,2272,accuracy,Medium
S7,2273,accuracy,High
S7,2274,accuracy,Low
S7,2275,accuracy,High
S7,2276,accuracy,Medium
S7,2277,accuracy,High
S7,2278,accuracy,Medium
S7,2279,accuracy,High
S7,2280,accuracy,High
S7,2281,accuracy,Medium
S7,2282,accuracy,Medium
S7,2283,accuracy,Medium
S7,2284,accuracy,Low
S7,2285,accuracy,High
S7,2286,accuracy,Medium
S7,2287,accuracy,Low
S7,2288,accuracy,Low
S7,2289,accuracy,Medium
S7,2290,accuracy,High
S7,2293,accuracy,Low
S7,2294,accuracy,High
S7,2295,accuracy,Low
S7,2296,accuracy,High
S7,2297,accuracy,Medium
S7,2298,accuracy,High
S7,2299,accuracy,Low
S7,2300,accuracy,Medium
S7,2301,accuracy,Low
S7,2302,accuracy,Low
S7,2303,accuracy,Low
S7,2304,accuracy,Medium
S7,2305,accuracy,High
S7,2306,accuracy,Low
S7,2307,accuracy,Low
S7,2308,accuracy,Low
S7,2309,accuracy,Medium
S7,2310,accuracy,Medium
S7,2311,accuracy,High
S7,2312,accuracy,Medium
S7,2313,accuracy,High
S7,2314,accuracy,Medium
S7,2315,accuracy,Low
S7,2316,accuracy,Low
S7,2317,accuracy,Low
S7,2318,accuracy,Low
S7,2319,accuracy,Low
S7,2323,accuracy,Medium
S7,2324,accuracy,High
S7,2325,accuracy,Medium
S7,2326,accuracy,Medium
S7,2327,accuracy,High
S7,2328,accuracy,Low
S7,2329,accuracy,Low
S7,2330,accuracy,High
S7,2331,accuracy,Low
S7,2332,accuracy,High
S7,2333,accuracy,High
S7,2334,accuracy,Low
S7,2335,accuracy,High
S7,2336,accuracy,High
S7,2337,accuracy,Medium
S7,2338,accuracy,Low
S7,2339,accuracy,Medium
S7,2340,accuracy,High
S7,2341,accuracy,Medium
S7,2342,accuracy,High
S7,2343,accuracy,High
S7,2344,accuracy,Low
S7,2347,accuracy,High
S7,2348,accuracy,High
S7,2349,accuracy,Medium
S7,2350,accuracy,Medium
S7,2351,accuracy,Medium
S7,2352,accuracy,High
S7,2353,accuracy,Medium
S7,2354,accuracy,High
S7,2355,accuracy,Medium
S7,2356,accuracy,Medium
S7,2357,accuracy,Medium
S7,2358,accuracy,Medium
S7,2359,accuracy,Low
S7,2360,accuracy,Low
S7,2361,accuracy,Medium
S7,2362,accuracy,High
S7,2363,accuracy,Low
S7,2364,accuracy,High
S7,2365,accuracy,Medium
S7,2366,accuracy,High
S7,2367,accuracy,High
S7,2368,accuracy,Low
S7,2369,accuracy,High
S7,2370,accuracy,Medium
S7,2371,accuracy,Medium
S7,2372,accuracy,Medium
S7,2373,accuracy,High
S7,2374,accuracy,Medium
S7,2375,accuracy,High
S7,2376,accuracy,High
S7,2377,accuracy,Medium
S7,2378,accuracy,High
S7,2379,accuracy,High
S7,2380,accuracy,High
S7,2381,accuracy,Medium
S7,2384,accuracy,High
S7,2385,accuracy,Low
S7,2386,accuracy,Medium
S7,2387,accuracy,High
S7,2388,accuracy,Low
S7,2389,accuracy,Medium
S7,2390,accuracy,High
S7,2391,accuracy,High
S7,2392,accuracy,Medium
S7,2393,accuracy,Medium
S7,2394,accuracy,High
S7,2395,accuracy,Low
S7,2398,accuracy,Medium
S7,2399,accuracy,Medium
S7,2404,accuracy,High
S7,2405,accuracy,Low
S7,2406,accuracy,High
S7,2407,accuracy,High
S7,2408,accuracy,Low
S7,2409,accuracy,High
S7,2410,accuracy,Low
S7,2411,accuracy,Low
S7,2412,accuracy,High
S7,2414,accuracy,Medium
S7,2415,accuracy,Medium
S7,2416,accuracy,Low
S7,2417,accuracy,High
S7,2418,accuracy,High
S7,2419,accuracy,High
S7,2420,accuracy,Low
